unitid,weightedEnrollment,totalEnrollment,locale,InstControl,cbsatype,TotalRate,UGaidrate,FallNonResRate,FallResRate,FallDistRate,ResCost,NonResCost,AvgSalary,TotalStaff,SalariesPaid,staffperstu
179326,-363.8655721,423,3,Private not-for-profit,1,52.01,79.23,,,,25100,25100,53809.059701,67,3605207,0.16
179557,767.13442791,1554,1,Public,1,54.18,89.13,21.84,78.16,,7461,14031,68776.784091,352,24209428,0.23
179566,2409.1344279,3196,1,Public,1,59.48,63.65,16.48,81.63,,7196,15400,71077.884438,649,46129547,0.2
179867,929.13442791,1716,2,Private not-for-profit,1,93.12,45.39,,,,57750,57750,148175.53405,925,137062369,0.54
179894,-374.8655721,412,2,Private not-for-profit,1,57.04,82.36,,,,28500,28500,83510.455782,147,12276037,0.36
179946,-547.8655721,239,3,Private not-for-profit,1,52.3,99.18,,,,29390,29390,59134.444444,45,2661050,0.19
179955,-541.8655721,245,2,Private not-for-profit,1,65.31,96.47,,,,18360,18360,62191.882353,51,3171786,0.21
179964,-596.8655721,190,3,Private not-for-profit,1,55.26,78.57,,,,25750,25750,49831.818182,44,2192600,0.23
180106,-399.8655721,387,3,Private not-for-profit,2,67.44,98.27,,,,36906,36906,55398.636364,88,4875080,0.23
180179,-395.8655721,391,1,Public,1,28.9,64.24,4.98,84.83,,4485,17678,60355.198582,141,8510083,0.36
180258,-623.8655721,163,1,Private not-for-profit,1,38.65,59.7,,,,26462,26462,56557.46875,32,1809839,0.2
180416,-500.8655721,286,3,Public,2,57.34,90.36,14.44,85.56,,5707,20791,74284.517544,114,8468435,0.4
180595,-547.8655721,239,1,Private not-for-profit,1,52.3,98.45,,,,30725,30725,59240.685185,54,3198997,0.23
180647,-741.8655721,45,4,Public,3,48.89,74.58,1.02,98.98,,5076,10260,50193.927536,69,3463381,1.53
180692,-586.8655721,200,3,Public,3,46,83.51,30.04,69.96,,4523,15913,63472.352941,68,4316120,0.34
180832,-761.8655721,25,1,Private not-for-profit,1,68,61.2,,,,14880,14880,74062,3,222186,0.12
180948,-373.8655721,413,3,Public,3,38.74,74.99,50,50,,5208,5236,67375.172414,87,5861640,0.21
181002,254.13442791,1041,1,Private not-for-profit,1,78.39,91.5,,,,42618,42618,92950.224913,289,26862615,0.28
181020,-456.8655721,330,3,Private not-for-profit,3,58.79,86.85,,,,37080,37080,70838.322581,62,4391976,0.19
181127,-493.8655721,293,3,Private not-for-profit,2,49.49,99.9,,,,31810,31810,58319.491803,61,3557489,0.21
181215,-19.86557209,767,3,Public,2,56.84,85.25,9.69,90.31,,6270,13650,71738.673981,319,22884637,0.42
181330,-477.8655721,309,3,Private not-for-profit,2,44.98,78.7,,,,35996,35996,56869.567568,37,2104174,0.12
181394,723.13442791,1510,1,Public,1,52.05,72.56,4.08,91.29,,6344,19926,77173.521739,575,44374775,0.38
181446,-347.8655721,439,1,Private not-for-profit,1,65.83,94.98,,,,37402,37402,62999.675926,108,6803965,0.25
181464,3321.1344279,4108,1,Public,1,66.43,77.52,25.82,74.18,,7770,24900,108900.35039,1036,112820763,0.25
181534,-538.8655721,248,4,Public,3,39.92,65.64,,100,,5640,5640,65450.823529,51,3337992,0.21
181783,-156.8655721,630,3,Public,3,50,72.76,4.56,95.44,,5580,5610,70227.694215,121,8497551,0.19
181853,-678.8655721,108,3,Private not-for-profit,3,42.59,97.97,,,,19450,19450,50119.8,25,1252995,0.23
182281,2867.1344279,3654,1,Public,1,47.15,76.82,14.05,85.95,,7949,24040,95948.312571,883,84722360,0.24
182290,3010.1344279,3797,1,Public,1,62.68,76.44,27.19,72.81,,7923,24013,94594.371501,786,74351176,0.21
182306,-737.8655721,49,3,Public,2,44.9,37.99,34.48,65.52,,3518,10219,72144.75,68,4905843,1.39
182634,-518.8655721,268,4,Private not-for-profit,2,64.55,89.52,,,,44130,44130,62529.64,50,3126482,0.19
182670,323.13442791,1110,3,Private not-for-profit,2,93.6,54.15,,,,58953,58953,168266.67981,431,72522939,0.39
182795,-362.8655721,424,4,Private not-for-profit,2,41.51,94.57,,,,38100,38100,67358.736842,57,3839448,0.13
183044,2329.1344279,3116,2,Public,1,78.24,81.46,56.01,43.99,,15520,33760,100868.47612,691,69700117,0.22
183062,126.13442791,913,3,Public,2,59.91,93.8,52.31,47.69,,11754,22110,85291.52,125,10661440,0.14
183071,-744.8655721,42,1,Public,1,66.67,82.84,1.1,98.9,,15150,33350,88673.487805,41,3635613,0.98
183080,556.13442791,1343,3,Public,2,53.31,91.74,57.88,42.12,,11870,21810,79057.605634,142,11226180,0.11
183211,-607.8655721,179,1,Private not-for-profit,1,61.45,80.63,,,,34412,34412,66705.229167,48,3201851,0.27
183239,-258.8655721,528,2,Private not-for-profit,1,77.46,99.7,,,,42550,42550,79344.708609,151,11981051,0.29
183822,-358.8655721,428,2,Private not-for-profit,1,37.62,96.54,,,,30680,30680,86808.020408,49,4253593,0.11
183910,-454.8655721,332,2,Private not-for-profit,1,59.04,95.53,,,,34900,34900,75600.394737,76,5745630,0.23
183974,-561.8655721,225,2,Private not-for-profit,1,68.44,84.13,,,,33550,33550,65890.927273,55,3624001,0.24
184348,-430.8655721,356,2,Private not-for-profit,1,73.88,90.1,,,,41820,41820,83950.557252,131,10997523,0.37
184603,-376.8655721,410,2,Private not-for-profit,1,53.41,38.86,,,,36960,36960,85953.34188,117,10056541,0.29
184694,-94.86557209,692,2,Private not-for-profit,1,61.99,84.91,,,,38940,38940,85687.773585,106,9082904,0.15
184773,-637.8655721,149,1,Private not-for-profit,1,58.39,84.1,,,,32852,32852,74663.652174,92,6869056,0.62
186131,529.13442791,1316,1,Private not-for-profit,1,97.57,62.86,,,,56010,56010,195056.11133,1006,196226448,0.76
186283,74.134427912,861,2,Private not-for-profit,1,60.86,96.8,,,,35000,35000,103018.4026,154,15864834,0.18
186432,-219.8655721,567,1,Private not-for-profit,1,58.38,86.16,,,,37660,37660,78508.692308,104,8164904,0.18
186584,617.13442791,1404,2,Private not-for-profit,1,71.94,94.25,,,,44420,44420,90917.986226,363,33003229,0.26
186618,-685.8655721,101,2,Private not-for-profit,1,38.61,76.34,,,,32900,32900,66116.276596,47,3107465,0.47
186867,-102.8655721,684,2,Private not-for-profit,1,87.28,96.02,,,,54780,54780,144144.97078,308,44396651,0.45
187648,-193.8655721,593,3,Public,2,40.13,54.8,20.33,79.67,,4074,6114,65509.232704,159,10415968,0.27
187745,-762.8655721,24,4,Public,1,29.17,40.06,,100,,4686,4686,66242.192308,26,1722297,1.08
187897,-488.8655721,298,3,Public,2,26.51,100,4.81,95.19,,4758,9414,56722.100775,129,7317151,0.43
187967,-453.8655721,333,3,Public,3,55.26,84.38,2.51,97.49,,7031,22860,82670.393939,132,10912492,0.4
187985,2494.1344279,3281,1,Public,1,53.58,97.85,22.82,74.87,,6605,23942,88273.051044,862,76091370,0.26
188030,1183.1344279,1970,2,Public,1,50.41,80.53,28.38,71.62,,6041,22507,80853.881526,498,40265233,0.25
188058,-737.8655721,49,3,Public,2,46.94,76.01,2.33,84.88,,3447,12171,52257.5,34,1776755,0.69
188304,-633.8655721,153,3,Public,2,25.49,73.53,32.57,67.43,,4417,11400,63567.2375,80,5085379,0.52
188340,-709.8655721,77,1,Private not-for-profit,1,45.45,74.62,,,,25300,25300,59112,1,59112,0.01
188429,60.134427912,847,2,Private not-for-profit,1,71.31,90.3,,,,40860,40860,110933.65689,341,37828377,0.4
188526,-746.8655721,40,1,Private not-for-profit,1,72.5,98.4,,,,36840,36840,85869.654545,55,4722831,1.38
189088,-333.8655721,453,3,Private not-for-profit,1,70.64,63.79,,,,57498,57498,106455.22111,199,21184589,0.44
189097,-161.8655721,625,1,Private not-for-profit,1,92.8,38.05,,,,57734,57734,128238.65169,267,34239720,0.43
189705,-187.8655721,599,1,Private not-for-profit,1,70.62,96.06,,,,29300,29300,76262.487395,119,9075236,0.2
189848,-536.8655721,250,3,Private not-for-profit,1,55.6,86.32,,,,36026,36026,70338.653846,52,3657610,0.21
190044,4.1344279117,791,3,Private not-for-profit,2,75.6,98.28,,,,53100,53100,102504.05462,238,24395965,0.3
190099,-15.86557209,771,3,Private not-for-profit,1,90.27,45.5,,,,61594,61594,109246.35608,337,36816022,0.44
190114,-739.8655721,47,1,Private not-for-profit,1,23.4,92.8,,,,19338,19338,77281.9375,16,1236511,0.34
190150,654.13442791,1441,1,Private not-for-profit,1,97.36,59.94,,,,59450,59450,179871.47138,1642,295348956,1.14
190372,-557.8655721,229,1,Private not-for-profit,1,83.41,99.38,,,,44550,44550,111177.38983,59,6559466,0.26
190415,2386.1344279,3173,1,Private not-for-profit,1,94.14,48.88,,,,60286,60286,149963.95672,1571,235593376,0.5
190512,681.13442791,1468,1,Public,1,73.91,72.67,5.04,94.96,,6930,14880,114442.97009,468,53559310,0.32
190549,540.13442791,1327,1,Public,1,56.14,86.39,2.2,97.8,,6930,14880,111875.19654,463,51798216,0.35
190558,-72.86557209,714,1,Public,1,51.4,82.31,3.08,96.92,,6930,14880,112132.49844,321,35994532,0.45
190567,820.13442791,1607,1,Public,1,57.37,82.89,1.92,98.08,,6930,14880,116950.79668,482,56370284,0.3
190594,1381.1344279,2168,1,Public,1,57.66,76.66,3.59,96.41,,6930,14880,114981.19833,600,68988719,0.28
190600,692.13442791,1479,1,Public,1,54.16,88.72,5.43,94.57,,6930,14880,106699.52513,398,42466411,0.27
190637,-176.8655721,610,1,Public,1,53.11,75.9,2.98,97.02,,6930,14880,105653.31694,366,38669114,0.6
190646,-679.8655721,107,1,Public,1,32.71,70.17,2.69,97.31,,6930,14880,103733.42384,151,15663747,1.41
190655,-227.8655721,559,1,Public,1,36.67,72.38,15.66,84.34,,6930,14880,106038.20845,355,37643564,0.64
190664,749.13442791,1536,1,Public,1,55.21,67.99,3.42,96.58,,6930,14880,108265.95438,548,59329743,0.36
190691,208.13442791,995,1,Public,1,33.37,62.17,2.4,97.6,,6930,14880,104248.27957,186,19390180,0.19
190725,-402.8655721,384,2,Private not-for-profit,1,57.29,96.63,,,,30590,30590,67683.790123,81,5482387,0.21
190761,-423.8655721,363,2,Private not-for-profit,1,43.53,85.04,,,,30600,30600,76501.328571,70,5355093,0.19
190983,-534.8655721,252,1,Private not-for-profit,1,64.68,96.36,,,,34578,34578,18500,1,18500,0
191205,-683.8655721,103,2,Private for-profit,1,42.72,95.54,,,,24900,24900,23250,1,23250,0.01
191241,1404.1344279,2191,1,Private not-for-profit,1,83.16,83.6,,,,54730,54730,131346.1528,733,96276730,0.33
191515,-315.8655721,471,2,Private not-for-profit,1,91.51,56.2,,,,59380,59380,102191.18721,219,22379870,0.46
191533,-495.8655721,291,3,Private not-for-profit,2,56.7,98.75,,,,48790,48790,70855.021053,95,6731227,0.33
191630,-155.8655721,631,3,Private not-for-profit,1,73.06,97.69,,,,58900,58900,80014.494898,196,15682841,0.31
191649,847.13442791,1634,2,Private not-for-profit,1,69.71,90.46,,,,50265,50265,126615.85319,470,59509451,0.29
191676,-543.8655721,243,4,Private not-for-profit,3,64.61,93.68,,,,15900,15900,55385.416667,60,3323125,0.25
191931,50.134427912,837,2,Private not-for-profit,1,61.89,87.66,,,,40628,40628,90845.497006,167,15171198,0.2
191968,1018.1344279,1805,2,Private not-for-profit,1,77.17,94.82,,,,46610,46610,81191.095238,420,34100260,0.23
192040,-747.8655721,39,1,Private not-for-profit,1,87.18,74.44,,,,57834,57834,117460.51852,27,3171434,0.69
192110,-677.8655721,109,1,Private not-for-profit,1,87.16,76.4,,,,51230,51230,71693.632813,128,9176785,1.17
192323,-155.8655721,631,2,Private not-for-profit,1,75.75,85.9,,,,35610,35610,84168.952381,168,14140384,0.27
192448,266.13442791,1053,2,Private not-for-profit,1,46.15,46.92,,,,37296,37296,111435.75,408,45465786,0.39
192703,113.13442791,900,1,Private not-for-profit,1,77.11,94.74,,,,42800,42800,102613.9485,233,23909050,0.26
192712,-674.8655721,112,1,Private not-for-profit,1,72.32,81.29,,,,49850,49850,70827.144578,83,5878653,0.74
192749,-337.8655721,449,2,Private not-for-profit,1,61.25,91.41,,,,38880,38880,81991.299145,117,9592982,0.26
192785,-772.8655721,14,1,Private not-for-profit,1,64.29,70.26,,,,15500,15500,50222.384615,13,652891,0.93
192819,422.13442791,1209,2,Private not-for-profit,1,81.72,80.66,,,,40675,40675,90389.900474,211,19072269,0.17
193016,121.13442791,908,2,Private not-for-profit,1,49.23,79.94,,,,19920,19920,87465.013575,221,19329768,0.24
193292,-252.8655721,534,2,Private not-for-profit,1,70.41,82.32,,,,32900,32900,97842.827225,191,18687980,0.36
193353,-365.8655721,421,1,Private not-for-profit,1,62.47,84,,,,34782,34782,80371.182927,82,6590437,0.19
193399,-465.8655721,321,1,Private not-for-profit,1,56.39,78.13,,,,39500,39500,90348.294118,68,6143684,0.21
193584,-267.8655721,519,2,Private not-for-profit,1,72.83,98.18,,,,35890,35890,76436.685897,156,11924123,0.3
193654,445.13442791,1232,1,Private not-for-profit,1,69.97,97.97,,,,51122,51122,110359.67168,399,44033509,0.32
193900,5085.1344279,5872,1,Private not-for-profit,1,86.89,71.45,,,,53770,53770,157836.99355,2172,342821950,0.37
193973,-149.8655721,637,2,Private not-for-profit,1,70.49,89.88,,,,34400,34400,83138.64,175,14549262,0.27
194091,-89.86557209,697,2,Private not-for-profit,1,55.67,88.86,,,,38060,38060,113519.40686,204,23157959,0.29
194161,-585.8655721,201,1,Private not-for-profit,1,40.3,95.6,,,,26000,26000,58862.277778,36,2119042,0.18
194310,1264.1344279,2051,1,Private not-for-profit,1,59.09,90.46,,,,46978,46978,114791.69912,452,51885848,0.22
194392,-585.8655721,201,4,Private not-for-profit,2,56.72,97.9,,,,31080,31080,52189.075,40,2087563,0.2
194569,-763.8655721,23,2,Private not-for-profit,1,56.52,58.23,,,,15750,15750,30000,4,120000,0.17
194578,3.1344279117,790,1,Private not-for-profit,1,71.39,75.46,,,,53566,53566,107683.11801,161,17336982,0.2
194824,592.13442791,1379,1,Private not-for-profit,1,84.19,86.55,,,,57100,57100,121135.45918,392,47485100,0.28
194958,-550.8655721,236,2,Private not-for-profit,1,63.56,95.83,,,,33130,33130,59993,41,2459713,0.17
195003,1924.1344279,2711,2,Private not-for-profit,1,70.79,82.87,,,,50225,50225,96760.199411,1018,98501883,0.38
195030,613.13442791,1400,1,Private not-for-profit,1,85.86,73.42,,,,58276,58276,131531.14918,610,80234001,0.44
195128,-524.8655721,262,1,Private not-for-profit,1,62.6,95.2,,,,32394,32394,55901.12,100,5590112,0.38
195173,-253.8655721,533,1,Private not-for-profit,1,52.35,93.88,,,,27188,27188,79766.194175,103,8215918,0.19
195216,-108.8655721,678,3,Private not-for-profit,2,81.86,96.27,,,,59800,59800,90818.9375,176,15984133,0.26
195234,-157.8655721,629,1,Private not-for-profit,1,58.98,98.44,,,,34114,34114,71414.915385,130,9283939,0.21
195243,-514.8655721,272,2,Private not-for-profit,1,55.51,67.68,,,,34500,34500,82282.153846,52,4278672,0.19
195304,-433.8655721,353,2,Private not-for-profit,1,76.49,85.68,,,,58936,58936,87921.695652,92,8088796,0.26
195526,-102.8655721,684,2,Private not-for-profit,1,83.63,55.34,,,,59064,59064,92193.330855,269,24800006,0.39
195544,-279.8655721,507,1,Private not-for-profit,1,70.81,89.47,,,,29976,29976,84120.613924,158,13291057,0.31
195720,-234.8655721,552,2,Private not-for-profit,1,73.01,97.77,,,,35352,35352,81952.075145,173,14177709,0.31
196413,2677.1344279,3464,1,Private not-for-profit,1,82.45,80.32,,,,55920,55920,111129.77094,1122,124687603,0.32
196866,-218.8655721,568,1,Private not-for-profit,1,84.51,84.74,,,,61308,61308,104053.35238,210,21851204,0.37
197133,-119.8655721,667,2,Private not-for-profit,1,92.5,62.63,,,,61940,61940,114759.74275,276,31673689,0.41
197197,-372.8655721,414,1,Private not-for-profit,1,71.74,98.48,,,,48730,48730,71210.721739,115,8189233,0.28
197230,-617.8655721,169,4,Private not-for-profit,2,55.03,98.88,,,,30950,30950,63373.862069,29,1837842,0.17
197708,-268.8655721,518,1,Private not-for-profit,1,79.92,81.28,,,,44300,44300,115809.78022,364,42154760,0.7
197869,2258.1344279,3045,3,Public,2,72.74,48.28,7.1,92.9,,4242,19849,73018.517822,1010,73748703,0.33
197911,-568.8655721,218,3,Private not-for-profit,2,51.83,93.3,,,,33430,33430,54834.04,50,2741702,0.23
197993,-647.8655721,139,1,Private not-for-profit,1,22.3,98.71,,,,16000,16000,43189.285714,14,604650,0.1
198066,-540.8655721,246,3,Private not-for-profit,2,32.52,99.34,,,,28400,28400,47008.235294,51,2397420,0.21
198136,166.13442791,953,3,Private not-for-profit,1,56.14,88.2,,,,35580,35580,79414.4,140,11118016,0.15
198215,-475.8655721,311,2,Private not-for-profit,1,59.81,94.12,,,,32380,32380,66858.620253,79,5281831,0.25
198303,-234.8655721,552,3,Private not-for-profit,3,28.62,98.36,,,,25880,25880,65557.428571,35,2294510,0.06
198385,-276.8655721,510,2,Private not-for-profit,1,89.61,67.78,,,,54460,54460,106848.79426,209,22331398,0.41
198419,958.13442791,1745,1,Private not-for-profit,1,95.87,54.4,,,,58085,58085,158766.7759,1303,206873109,0.75
198464,3447.1344279,4234,1,Public,1,65.78,60.5,12.91,87.09,,4452,20729,77452.61086,884,68468108,0.21
198507,-522.8655721,264,3,Public,2,39.77,79.95,24.72,75.28,,1000,5000,70114.063291,79,5539011,0.3
198516,737.13442791,1524,2,Private not-for-profit,1,83.33,64.03,,,,38218,38218,83304.667482,409,34071609,0.27
198543,-159.8655721,627,1,Public,1,37.32,68.12,10.44,89.56,,2982,14590,75903.758242,182,13814484,0.29
198561,-333.8655721,453,3,Private not-for-profit,2,47.24,87.93,,,,31220,31220,61114.537815,119,7272630,0.26
198598,-560.8655721,226,1,Private not-for-profit,1,30.09,77.79,,,,18960,18960,55034.863636,44,2421534,0.19
198613,-475.8655721,311,1,Private not-for-profit,1,54.66,83.59,,,,40400,40400,62234.093333,75,4667557,0.24
198695,561.13442791,1348,1,Private not-for-profit,1,70.18,85.41,,,,34628,34628,71278.815574,244,17392031,0.18
198756,-453.8655721,333,1,Private not-for-profit,1,39.04,97.61,,,,16174,16174,58090.096386,83,4821478,0.25
198808,-588.8655721,198,4,Private not-for-profit,3,40.4,100,,,,26267,26267,48510.333333,42,2037434,0.21
198835,-340.8655721,446,1,Private not-for-profit,1,48.21,87.16,,,,41500,41500,66616.173228,127,8460254,0.28
198950,-348.8655721,438,1,Private not-for-profit,1,68.49,97.04,,,,41104,41104,67644.626984,126,8523223,0.29
198969,-299.8655721,487,1,Private not-for-profit,1,38.6,91.44,,,,36260,36260,68982.737374,99,6829291,0.2
199032,-662.8655721,124,2,Private not-for-profit,1,29.03,95.78,,,,29212,29212,52010.65625,32,1664341,0.26
199102,986.13442791,1773,1,Public,1,53.07,78.31,28.9,71.1,,3540,17050,83171.896341,328,27280382,0.18
199111,-52.86557209,734,1,Public,1,64.58,72.33,15.21,84.79,,4122,21470,72519.346535,202,14648908,0.28
199120,3286.1344279,4073,1,Public,1,90.47,52.9,16.33,83.67,,7019,34882,119667.92359,1191,142524497,0.29
199139,2648.1344279,3435,1,Public,1,65.65,51.36,8.6,91.4,,3812,17246,90315.159046,1006,90857050,0.29
199148,1969.1344279,2756,1,Public,1,57.55,62.91,5.63,94.37,,4422,19581,79943.993188,734,58678891,0.27
199157,314.13442791,1101,1,Public,1,50.77,87.85,27.6,72.4,,3728,16435,77008.993671,316,24334842,0.29
199184,-588.8655721,198,1,Public,1,69.7,64.67,54.38,45.62,,6497,23731,70464.666667,132,9301336,0.67
199193,3418.1344279,4205,1,Public,1,85.07,62.6,12.76,87.24,,6535,27320,103070.02566,1364,140587515,0.32
199209,-473.8655721,313,1,Private not-for-profit,1,40.26,89.58,,,,32996,32996,54950.689655,58,3187140,0.19
199218,1234.1344279,2021,1,Public,1,71.75,50.84,14.17,85.83,,4443,18508,76480.473029,723,55295382,0.36
199272,-572.8655721,214,1,Private not-for-profit,1,42.06,86.51,,,,31950,31950,52458.4375,32,1678670,0.15
199281,429.13442791,1216,3,Public,2,43.17,65.97,8.39,91.61,,1000,5000,67097.534014,294,19726675,0.24
199306,-629.8655721,157,4,Private not-for-profit,2,34.39,93.1,,,,31160,31160,62487,40,2499480,0.25
199412,-506.8655721,280,1,Private not-for-profit,1,64.29,72.22,,,,37348,37348,71561.798246,114,8158045,0.41
199582,-578.8655721,208,1,Private not-for-profit,1,22.12,80.22,,,,10968,10968,43905.176471,51,2239164,0.25
199607,-602.8655721,184,1,Private not-for-profit,1,67.39,96.14,,,,30500,30500,53850.75,32,1723224,0.17
199643,-387.8655721,399,1,Private not-for-profit,1,16.29,92.36,,,,11808,11808,44443.166667,30,1333295,0.08
199847,495.13442791,1282,1,Private not-for-profit,1,90.25,39.53,,,,58708,58708,108498.08514,646,70089763,0.5
199962,-122.8655721,664,2,Private not-for-profit,1,60.99,98.88,,,,40070,40070,62187.201754,114,7089341,0.17
199999,78.134427912,865,1,Public,1,45.78,80.02,17.53,82.47,,3401,14057,77341.994382,178,13766875,0.21
200004,833.13442791,1620,3,Public,2,61.36,68.45,17.26,82.74,,1000,5000,71173.493697,476,33878583,0.29
200059,-623.8655721,163,3,Public,2,38.04,70.09,17.98,82.02,,6474,8294,62862.361702,47,2954531,0.29
200156,-556.8655721,230,3,Private not-for-profit,2,55.65,99.01,,,,22718,22718,60973.407407,54,3292564,0.23
200226,-659.8655721,127,4,Public,3,31.5,56.16,46.97,53.03,,6266,9400,54079.054054,37,2000925,0.29
200253,-472.8655721,314,3,Public,2,46.5,70.33,,100,,6892,6892,66341.027397,146,9685790,0.46
200280,1081.1344279,1868,1,Public,1,61.78,61.87,54.37,45.63,,8882,13323,88378.612975,447,39505240,0.24
200332,1741.1344279,2528,1,Public,1,64.87,80.39,62.73,37.27,,8951,13426,83255.345372,443,36882118,0.18
200484,-752.8655721,34,4,Private not-for-profit,3,50,88.74,,,,15144,15144,36567.285714,14,511942,0.41
200527,-775.8655721,11,4,Private not-for-profit,3,54.55,86.35,,,,1776,1776,59526.170213,47,2797730,4.27
200572,-613.8655721,173,3,Public,3,53.18,53.86,29.71,70.29,,6364,11138,56035.952381,63,3530265,0.36
200800,3013.1344279,3800,1,Public,1,60.21,69.34,8.49,91.51,,9595,9595,88598.946262,428,37920349,0.11
201061,-728.8655721,58,1,Private not-for-profit,1,37.93,98.68,,,,33400,33400,48196.3,10,481963,0.17
201104,-199.8655721,587,3,Private not-for-profit,2,67.63,69.22,,,,22000,22000,67724.038462,156,10564950,0.27
201195,-20.86557209,766,2,Private not-for-profit,1,66.32,92.34,,,,35366,35366,75535.174863,183,13822937,0.24
201371,-569.8655721,217,3,Private not-for-profit,1,52.53,94.65,,,,33952,33952,49912.6,40,1996504,0.18
201441,2563.1344279,3350,3,Public,1,62.48,76.65,11.39,88.61,,10776,18765,88983.88685,654,58195462,0.2
201548,-118.8655721,668,2,Private not-for-profit,1,61.53,93.69,,,,38928,38928,77933.117241,145,11300302,0.22
201645,466.13442791,1253,1,Private not-for-profit,1,84.36,82.67,,,,54020,54020,116001.54833,600,69600929,0.48
201654,31.134427912,818,3,Private not-for-profit,1,73.35,88.1,,,,33174,33174,69901.334975,203,14189971,0.25
201690,-279.8655721,507,4,Public,1,23.47,98.16,43.74,56.26,,4842,6842,62923.788462,104,6544074,0.21
201885,3601.1344279,4388,1,Public,1,72.97,60.72,8.59,91.41,,10099,25433,102774.08199,1183,121581739,0.27
202134,1060.1344279,1847,1,Public,1,50.84,65.02,7.48,92.52,,11610,16574,87990.330116,518,45578991,0.28
202480,1355.1344279,2142,1,Private not-for-profit,1,79.79,94.16,,,,44890,44890,82895.27027,518,42939750,0.24
202514,-614.8655721,172,3,Private not-for-profit,2,51.16,93.24,,,,34044,34044,55899.833333,36,2012394,0.21
202523,-155.8655721,631,2,Private not-for-profit,1,81.3,95.96,,,,57500,57500,89622.659664,238,21330193,0.38
202763,-83.86557209,703,3,Private not-for-profit,2,63.3,56.99,,,,35878,35878,66910.035088,114,7627744,0.16
203085,-514.8655721,272,3,Private not-for-profit,2,57.35,98.64,,,,32900,32900,57819.872727,55,3180093,0.2
203128,-626.8655721,160,3,Private not-for-profit,1,53.13,77.64,,,,25000,25000,59845.875,64,3830136,0.4
203368,-27.86557209,759,2,Private not-for-profit,1,75.76,98.48,,,,43740,43740,83726.106918,159,13312451,0.21
203447,-683.8655721,103,3,Public,2,28.16,54.13,2.96,97.04,,6651,15527,68426.775,40,2737071,0.39
203456,-744.8655721,42,3,Public,2,14.29,43.89,11.54,88.46,,6651,15527,67327.588235,17,1144569,0.4
203465,-270.8655721,516,2,Public,1,33.53,43.93,0.65,99.35,,6651,15527,74765.763441,93,6953216,0.18
203474,-605.8655721,181,2,Public,1,25.41,58.55,0.76,99.24,,6651,15527,75903.731707,41,3112053,0.23
203483,-659.8655721,127,3,Public,2,37.01,50.21,0.84,99.16,,6651,15527,68100.408163,49,3336920,0.39
203492,-650.8655721,136,4,Public,2,29.41,48.3,,100,,6651,15527,64023.885714,35,2240836,0.26
203517,3499.1344279,4286,2,Public,1,67.66,80.67,20.42,79.58,,11000,19876,87875.076301,865,76011941,0.2
203526,-526.8655721,260,4,Public,1,23.85,39.78,,100,,6651,15527,62914.222222,36,2264912,0.14
203535,-298.8655721,488,3,Private not-for-profit,2,86.89,73.87,,,,63060,63060,82706.787736,212,17533839,0.43
203544,-731.8655721,55,1,Private not-for-profit,1,47.27,94.52,,,,14232,14232,80633.2,5,403166,0.09
203580,-574.8655721,212,2,Private not-for-profit,1,45.28,85.38,,,,32610,32610,48501.555556,36,1746056,0.17
203757,-637.8655721,149,2,Private not-for-profit,1,57.72,82.73,,,,24400,24400,62779.358491,53,3327306,0.36
203775,-543.8655721,243,1,Private not-for-profit,1,59.67,81.33,,,,32400,32400,57681.176471,51,2941740,0.21
203845,-503.8655721,283,3,Private not-for-profit,2,50.88,93.84,,,,36410,36410,66970.476636,107,7165841,0.38
203960,-762.8655721,24,1,Private not-for-profit,1,58.33,58.99,,,,16200,16200,63604.117647,34,2162540,1.42
204006,-235.8655721,551,2,Public,1,19.24,55.41,1.53,98.47,,5747,16372,74307.05102,98,7282091,0.18
204015,-526.8655721,260,2,Public,1,19.23,43.72,1.61,98.39,,5747,16732,71653.642857,42,3009453,0.16
204024,3001.1344279,3788,3,Public,1,83,73.88,39.2,60.8,,13253,33388,94134.327703,888,83591283,0.23
204176,-698.8655721,88,1,Private not-for-profit,1,80.68,61.56,,,,22134,22134,100269,8,802152,0.09
204194,-434.8655721,352,3,Private not-for-profit,2,59.09,70.99,,,,23483,23483,57422.142857,56,3215640,0.16
204200,-462.8655721,324,2,Private not-for-profit,1,53.4,70,,,,32100,32100,64946.130435,69,4481283,0.21
204264,-429.8655721,357,3,Private not-for-profit,2,51.26,75.92,,,,29300,29300,67657.597701,87,5886211,0.24
204468,-443.8655721,343,2,Private not-for-profit,1,38.78,76.53,,,,30650,30650,47340.796296,54,2556403,0.16
204617,-541.8655721,245,1,Private not-for-profit,1,55.1,87.83,,,,32780,32780,59776.416667,60,3586585,0.24
204635,-328.8655721,458,3,Private not-for-profit,3,72.49,94.32,,,,34390,34390,79892.482587,201,16058389,0.44
204671,-453.8655721,333,4,Public,1,23.72,70.85,0.93,99.07,,8295,31378,90634.115385,26,2356487,0.08
204680,-272.8655721,514,4,Public,1,15.18,66.77,0.58,99.42,,8295,31378,82997.225806,31,2572914,0.06
204699,-410.8655721,376,3,Public,2,15.16,75.97,,100,,8295,31378,89355.459459,37,3306152,0.1
204705,413.13442791,1200,2,Public,1,30.33,67.67,0.23,99.77,,8295,31378,93181.541667,48,4472714,0.04
